Where was Hugo Consuegra born?	Hugo Consuegra. Hugo Consuegra (born Hugo Consuegra Consuegra Sosa October 26, 1929 in Havana, Cuba - 2003 in New York City, New York) was a Cuban-American architect and artist specializing in graphic design, painting, and engraving .	Havana
Where was Mark Ettinger born?	Mark Ettinger. Born in Manhattan, Ettinger started his musical life after taking piano lessons as a child .	Manhattan
Where was Winfield Myers born?	Winfield Myers. Born in Georgia, Myers is a graduate of Young Harris College and the University of Georgia, and attended graduate school in history at Tulane University and the University of Michigan .	Georgia
Where was Daniel Steven Crafts born?	Daniel Steven Crafts. Daniel Steven Crafts (born September 22, 1949, in Detroit, Michigan) is an American composer .	Detroit
Where was Rebekah Modrak born?	Rebekah Modrak. Born in 1971, in Pittsburgh, Pennsylvania, Rebekah Modrak is an American artist, author, and educator .	Pittsburgh
Where was Piero Rodarte born?	Piero Rodarte. Piero Rodarte is a race car driver born in Mexico on November 30, 1983 .	Mexico
Where was René Gagnier born?	René Gagnier. Born in Montreal, Gagnier was the son of clarinetist Joseph Gagnier and received his earliest musical training from him .	Montreal
Where was Wang Beiming born?	Wang Beiming. Wang Beiming (; born 13 August 1983 in Shanghai) is a male Chinese water polo player .	Shanghai
Where was James Adler born?	James Adler. James Adler (born November 19, 1950, Chicago, Illinois) is an American composer and pianist .	Chicago
Where was Jüri Reinvere born?	Jüri Reinvere. Jüri Reinvere (born 2 December 1971 in Tallinn) is an Estonian-born composer and poet living in Berlin, Germany .	Tallinn
Where was Lucille Wallenrod born?	Lucille Wallenrod. Lucille Wallenrod (1918--1998) was a Long Island woman artist who was born in Brooklyn and grew up in Freeport, Long Island .	Brooklyn
Where was Henry S. Magoon born?	Henry S. Magoon. Magoon was the first native of Wisconsin to serve in the Wisconsin State Senate or in the United States House of Representatives .	Wisconsin
Where was Anna Kurska born?	Anna Kurska. Anna Kurska (born August 24, 1929 in Lviv) is a Polish politician, member of Law and Justice (Law and Justice) party .	Lviv
Where was Wally Stocker born?	Wally Stocker. Wally Stocker (born Walter Frederick Stocker, 27 March 1953, London, England) is an English rock guitarist, perhaps best known as the former lead guitarist with The Babys .	London
Where was Cristy Coors Beasley born?	Cristy Coors Beasley. Cristy Coors Beasley born in Memphis, Tennessee, is an American actress and producer http://www.imdb.com/name/nm2797615/ .	Memphis
Where was Viktor Ivan%C4%8Di%C4%87 born?	Viktor Ivan%C4%8Di%C4%87. Viktor Ivančić (born 8 October 1960 in Sarajevo, Yugoslavia) is a Croatian journalist, best known as the founding member and long-time editor-in-chief of satirical weekly Feral Tribune .	Sarajevo
Where was Eugène Lanti born?	Eugène Lanti. Eugène Lanti was a pseudonym of Eugène Adam (19 July 1879 in Normandy, France -- 17 January 1947 in Mexico) .	Normandy
Where was Dominique de Williencourt born?	Dominique de Williencourt. Dominique de Williencourt is a French cellist and composer, born in Lille in 1959 .	Lille
Where was Paul Zuccarelli born?	Paul Zuccarelli. Paul Zuccarelli (24 August 1886 Milan -- 19 June 1913 Marcilly-la-Campagne, France) was an Italian racecar driver .	Milan
Where was Francisco de Osuna born?	Francisco de Osuna. Francisco de Osuna (1497--1541) was a Spanish author, born in Seville .	Seville
Where was Emmanuel Aquin born?	Emmanuel Aquin. Emmanuel Aquin (born 27 January 1968 in Montreal) is a Canadian novelist, screenwriter, editor, graphic artist and illustrator .	Montreal
Where was Denis Denisenko born?	Denis Denisenko. Born in 1971 in Moscow, Denisenko graduated from Moscow Institute of Physics and Technology (MIPT or Phystech) in 1993 with a Master of Science in Astrophysics and a Diploma: Spectral Properties of Gamma-Ray Bursts Observed by PHEBUS Instrument of the Granat observatory .	Moscow
Where was Jonathan Shearer born?	Jonathan Shearer. Jonathan Shearer (born March 4, 1965, Glasgow) was the winner of the BBC television series Castaway 2007 .	Glasgow
Where was Charles T. Clotfelter born?	Charles T. Clotfelter. Born in Birmingham, Alabama, Clotfelter grew up in Atlanta, Georgia .	Birmingham
Where was Stan Rosenthal born?	Stan Rosenthal. Stan Rosenthal (born 1933, London) is an English artist most noted for his works inspired by the landscape of Pembrokeshire in Wales .	London
Where was Michael Shine born?	Michael Shine. Michael Shine (Michael Lyle ``Mike'' Shine; born September 19, 1953 in Warren, Pennsylvania) is a former United States Olympic athlete .	Warren
Where was Jonas Slier born?	Jonas Slier. Jonas Slier (March 22, 1886, in Amsterdam -- November 5, 1942, in Auschwitz concentration camp) was a Dutch gymnast who competed in the 1908 Summer Olympics .	Amsterdam
Where was Barry Mitcalfe born?	Barry Mitcalfe. Born 31 March 1930 in Wellington, New Zealand, Mitcalfe studied at Victoria University of Wellington, where he received a Diploma in Education in 1962, and a Bachelor of Arts (with honors) in 1963 .	Wellington
Where was Jennifer Ness born?	Jennifer Ness. Jennifer Ness (Born in Cheshire, England in 1972) is an English actress best known for her role as murderess Kris Yates in the ITV drama Bad Girls .	Cheshire
Where was David Barstow born?	David Barstow. Barstow has worked for The New York Times since 1999, and has been an investigative reporter there since 2002 .	Boston
Where was György Bródy born?	György Bródy. György Bródy (July 21, 1908 in Budapest -- August 5, 1967 in Johannesburg, South Africa) was a Hungarian water polo player .	Budapest
Where was William Russell Birch born?	William Russell Birch. William Russell Birch (April 9, 1755 Warwickshire - August 7, 1834 Philadelphia) was an American enameler, and landscape engraver .	Warwickshire
Where was Henry Taylor born?	Henry Taylor. Henry Taylor was a professional boxer, born in Philadelphia, Pennsylvania .	Philadelphia
Where was Steve Sundholm born?	Steve Sundholm. Steve Sundholm (born June 5, 1974 in Portland, Oregon) is a Los Angeles based record producer, songwriter and recording engineer .	Portland
Where was Frederic Bayco born?	Frederic Bayco. Frederic Bayco, sometimes spelt Fredric Bayco (1913 - 1970) was an English organist and composer of light music, best known for his Tudor pastiche ``Elizabethan Masque'' .	London
Where was Ethan Schreiber born?	Ethan Schreiber. Ethan Schreiber (born 7 October 1958) is an American composer, writer, and multi-instrumentalist born in Detroit, Michigan .	Detroit
Where was Francis Waddelove born?	Francis Waddelove. Born in 1915 in England, Francis Waddelove joined the Society of Jesus in 1935 and was assigned to Zimbabwe (then Rhodesia) in 1937 .	England
Where was Renato Caccioppoli born?	Renato Caccioppoli. Born in Naples, Campania, he was the son of Giuseppe Caccioppoli (1852--1947), a surgeon, and his second wife Sofia Bakunin (1870--1956), daughter of the Russian revolutionary Mikhail Bakunin .	Naples
Where was John Heath born?	John Heath. Born in Worcester, John Heath attended King Edward VI School, Southampton .	Worcester
Where was Leo Abrahams born?	Leo Abrahams. Leo Abrahams is a British musician, composer, and producer .	England
Where was Innocente Alessandri born?	Innocente Alessandri. Innocente Alessandri (born c 1740) was an Italian engraver, born in Venice, and was instructed by Francesco Bartolozzi, before that artist left Italy .	Venice
Where was Silja Ekeland Bjørkly born?	Silja Ekeland Bjørkly. Silja Ekeland Bjørkly (born 22 June 1976 in Bergen) is a Norwegian politician for the Conservative Party .	Bergen
Where was Harry Zvi Tabor born?	Harry Zvi Tabor. Harry Zvi Tabor (born 1917 London, England) is an Israeli physicist .	London
Where was Mirela Ivanova born?	Mirela Ivanova. Mirela Ivanova () (born 11 May 1962 in Sofia) is one of the most famous modern Bulgarian poets .	Sofia
Where was Bobby Skafish born?	Bobby Skafish. Bobby Skafish who grew up in Hammond, Indiana, majored in Telecommunications at Indiana University and worked at WIUS, now WIUX, the college radio station .	Hammond
Where was John Montague born?	John Montague. John Montague (August 25, 1903 Syracuse, New York -- May 25, 1972 Los Angeles, California) was an American golfer, held by some to among the greatest golfers in the world during the early 1930s .	Syracuse
Where was Józef Wieniawski born?	Józef Wieniawski. Józef Wieniawski (born 23 May 1837 in Lublin; † 11 November 1912 in Brussels) was a Polish pianist, composer, conductor and pedagog .	Lublin
Where was Joe Torres born?	Joe Torres. Joe Torres (born in 1971 in Brooklyn, New York) is a Hispanic-American news anchor and reporter who is currently working for WABC-TV in New York .	Brooklyn
Where was Rhett Davies born?	Rhett Davies. Rhett Davies (born 1949, London) is an English record producer and engineer .	London
Where was Saradindu Mukherjee born?	Saradindu Mukherjee. Saradindu Mukherjee (born 5 October 1964, in Kolkata, India) is a former Indian cricketer .	Kolkata
Where was Peter Smith born?	Peter Smith. Born in Mansfield 1967 , Peter Smith is an artist based in Britain .	Mansfield
Where was Jennifer Moyle born?	Jennifer Moyle. Jennifer Moyle is a biochemist born in Norwich, England in 1921 .	Norwich
Where was Ottaviano Nonni born?	Ottaviano Nonni. Ottaviano Nonni (1536 -- August 6, 1606), called Il Mascherino, was an Italian architect, sculptor, and painter born in Bologna .	Bologna
Where was Vincenzo Re born?	Vincenzo Re. Vincenzo Re (1695--1762) was an Italian scenic designer .	Parma
Where was Göran Gentele born?	Göran Gentele. Born in Stockholm, Gentele studied from 1944 until 1946 at the Dramatens elevskola, beginning a brief career as a film actor not long afterwards .	Stockholm
Where was Hamilton Sloan born?	Hamilton Sloan. Hamilton Sloan is a well known traditional Irish artist, born in Belfast in 1945 he has lived and painted throughout Ireland .	Belfast
Where was Ann Corio born?	Ann Corio. While still in her teens, Corio's good looks and shapely physique landed her showgirl roles that led to her becoming a hugely popular striptease artist .	Hartford
Where was Brad Heald born?	Brad Heald. Brad Heald (born 3 March 1983, Sydney, New South Wales, Australia) is the current bass guitarist in the Australian garage rock band The Vines and the current guitarist of Sydney band Red Riders .	Sydney
Where was Gordon Edward Corbould born?	Gordon Edward Corbould. Born in Toronto, Ontario, the son of Charles and Mary Corbould, Corbould was educated at the Upper Canada College .	Toronto
Where was Byron Fulcher born?	Byron Fulcher. Byron was born and grew up in Cornwall, started playing trombone aged 9 and went on to study with Denis Wick .	Cornwall
Where was Yvette Giraud born?	Yvette Giraud. Yvette Giraud (born 16 September 1916) is a French singer, born in Paris .	Paris
Where was Robert E. Merriam born?	Robert E. Merriam. Robert E Merriam (b .	Chicago
Where was Leszek Korzeniowski born?	Leszek Korzeniowski. Leszek Korzeniowski (born January 1, 1955 in Warsaw) is a Polish politician .	Warsaw
Where was Eugene Elliott Reed born?	Eugene Elliott Reed. Born in Manchester, Reed attended the public schools and received instruction from private tutors .	Manchester
Where was Cynthia Cruz born?	Cynthia Cruz. Born in Germany, Cruz grew up in northern California, where she got her BA at Mills College .	Germany
Where was Enrico Montesano born?	Enrico Montesano. Enrico Montesano, born in Rome, Italy on 7 June 1945, is a popular actor for theater and cinema in Italy, as well as a showman .	Rome
Where was Stephen McGonagle born?	Stephen McGonagle. Born in Derry, Ireland, McGonagle worked as a plumber .	Derry
Where was Kirk Hunter born?	Kirk Hunter. Kirk Hunter (born 2 October 1963 in Belfast) is a retired Northern Irish footballer .	Belfast
Where was Paul Lacroix born?	Paul Lacroix. Paul Lacroix (April 27, 1806 - October 16, 1884), French author and journalist, was born in Paris, the son of a novelist .	Paris
Where was Argiris Pedoulakis born?	Argiris Pedoulakis. Argiris Pedoulakis (in ; born May 26, 1964 in Athens, Greece) is a Greek professional basketball coach and a retired professional basketball player .	Athens
Where was Andrei Soldatov born?	Andrei Soldatov. Andrei Soldatov (, born 4 October 1975 in Moscow, Russia) is a Russian investigative journalist and Russian security services expert .	Moscow
Where was Yuki Matsuzawa born?	Yuki Matsuzawa. Yuki Matsuzawa is a pianist who was born in 1960 in Tokyo, Japan .	Tokyo
Where was Cliff Jones born?	Cliff Jones. Cliff Jones (born 1968, London) is a British musician, songwriter, record producer and journalist who came to prominence as the singer with the Britpop band Gay Dad .	London
Where was Daniel Dayan born?	Daniel Dayan. Daniel Dayan (born January 28, 1943) is a social scientist born in Casablanca .	Casablanca
Where was Zoltán Szilády born?	Zoltán Szilády. Zoltán Szilády (21 May 1878 Budapest -- 15 April 1947 Grosspösna Germany) was a Hungarian museologist, entomologist and university lecturer .	Budapest
Where was Warington Wilkinson Smyth born?	Warington Wilkinson Smyth. Smyth was born at Naples, the son of Admiral W. H. Smyth and his wife Annarella Warington .	Naples
Where was Thomas Hoegh born?	Thomas Hoegh. Thomas Hoegh is a Norwegian theatre and film director and producer, born in Oslo in 1966 .	Oslo
Where was Jan Schreiber born?	Jan Schreiber. Born in Wisconsin, Schreiber attended Stanford University, where he received his BA, then earned an MA at the University of Toronto and a PhD at Brandeis University where he studied with the poet JV Cunningham .	Wisconsin
Where was John Carlyle Herbert born?	John Carlyle Herbert. Born in Alexandria, Virginia, Herbert received private instruction and graduated from St John's College of Annapolis, Maryland in 1794 .	Alexandria
Where was Stuart Ford born?	Stuart Ford. Stuart Ford (born 20 July 1971 in Sheffield) is an English former professional football goalkeeper .	Sheffield
Where was John DeCew born?	John DeCew. The Dictionary of Canadian Biography Online indicates that he was born in New Jersey, whereas a plaque located in Thorold, Ontario indicates that he was born in Vermont He was the eldest son of Jacob DeCew and Elizabeth Bloome .	Vermont
Where was John Boling born?	John Boling. John Boling (22 October 1884 Indianapolis, Indiana -- 19 April 1932 Mobile, Alabama) was an American racecar driver .	Indianapolis
Where was Peter Griffen born?	Peter Griffen. Peter Griffen (born 1948 Adelaide) is an Australian abstract artist .	Adelaide
Where was Gregory Woods born?	Gregory Woods. Gregory Woods (born in 1953 in Egypt) is a British poet who grew up in Ghana .	Egypt
Where was K. Bhaskaran born?	K. Bhaskaran. Bhaskaran was born on 30th April 1961 to Lakshmi Krishnamurthi and K Krishnamurthi, and brought up in Mylapore, in the city of Chennai .	Chennai
Where was Sergio Zaniboni born?	Sergio Zaniboni. Born in Turin, Zaniboni started his comics career after working in technical design and advertisement .	Turin
Where was Mike Delph born?	Mike Delph. Mike Delph (born in 1970 in Indianapolis, Indiana) is a Republican member of the Indiana State Senate representing the 29th district .	Indianapolis
Where was Tanis Rideout born?	Tanis Rideout. Born in Belgium, Rideout grew up in Bermuda and Canada, particularly Kingston, Ontario where she became involved with the thriving music scene .	Belgium
Where was Edwin Sutherland born?	Edwin Sutherland. Edwin H Sutherland (born August 13, 1883, Gibbon, Nebraska, US died October 11, 1950, Bloomington, Indiana) was an American sociologist .	Nebraska
Where was Anders Agensø born?	Anders Agensø. Anders Agensø is a Danish actor, born 1961 in Denmark .	Denmark
Where was Alexander Smith born?	Alexander Smith. Alexander Smith (1865-1922) was an American chemist, born in Edinburgh, Scotland .	Edinburgh
Where was Brian Callison born?	Brian Callison. Brian Callison (born 1934) is a UK novelist known for his best-selling thrillers and sea stories .	Manchester
Where was Hanna Ożogowska born?	Hanna Ożogowska. Hanna Ożogowska (20 July 1904 in Warsaw -- 26 April 1995 in Warsaw) was a Polish novelist, a poet and a Russian literature translator .	Warsaw
Where was Luis G. Pedraja born?	Luis G. Pedraja. Born in Cuba on May 25, 1963, Pedraja emigrated to Spain with his parents in 1969 and later to Miami, Florida where he spent most of his childhood .	Cuba
Where was Adalbert Vitalyos born?	Adalbert Vitalyos. Adalbert Vitalyos was a French journalist born in Hungary .	Hungary
Where was Eero Paloheimo born?	Eero Paloheimo. Eero Paloheimo (born 14 June 1936 in Helsinki) is a Finnish designer, politician and university professor .	Helsinki
Where was Nick Grosso born?	Nick Grosso. Nick Grosso is a British playwright, born in London in 1968 to Argentine parents of Italian and Russian extraction .	London
Where was George Sutherland born?	George Sutherland. Sutherland, a Collegians recruit, was born in Scotland .	Scotland
Where was Ludwig von Wohlgemuth born?	Ludwig von Wohlgemuth. Ludwig Freiherr von Wohlgemuth (* 25 May 1788 in Vienna; † 18 April 1851 in Budapest) was an Austrian general and commander of the Order of Maria Theresa .	Vienna
Where was Nikhil Haldipur born?	Nikhil Haldipur. Nikhil Haldipur (Born December 19, 1977 in Kolkata) is an Indian first class cricketer .	Kolkata
Where was Kris Kane born?	Kris Kane. Kris Kane (born 5 December 1980 in Glasgow) is a Scottish field hockey player, who was a member of the national squad that finished 8th in the 2003 European Nations Cup in Barcelona .	Glasgow
Where was Albert Geouffre de Lapradelle born?	Albert Geouffre de Lapradelle. Albert Geouffre de Lapradelle, LLD (1871-1955) was a French jurisconsult, born in Paris .	Paris
Where was Fran%C3%A7ois Desjardins born?	Fran%C3%A7ois Desjardins. Born in Montreal, Quebec, Desjardins received a Bachelor of Business Administration with a minor in IT Technology from HEC Montréal (École des Hautes Études Commerciales) .	Montreal
Where was Marco Maccarini born?	Marco Maccarini. Marco Maccarini (born 22 July 1976 in Turin) is an Italian television personality known for presenting TRL Italy, the Italian version of Total Request Live broadcast by MTV Italia, and Festivalbar, broadcast by Mediaset's Italia 1 .	Turin
Where was Hanna Thompson born?	Hanna Thompson. Hanna Thompson (born 1 November 1983 in Rochester, New York) is an American foil fencer who is a member of the 2008 Olympics US Women's foil team .	Rochester
Where was Andrzej Mańka born?	Andrzej Mańka. Andrzej Mańka (; born April 18, 1967 in Lublin) is a Polish politician .	Lublin
Where was Rika Noguchi born?	Rika Noguchi. Rika Noguchi (野口里佳; born 1971 in Tokyo, Japan) is a Japanese photographic artist who lives and works in Berlin .	Tokyo
Where was Tobias Summerer born?	Tobias Summerer. Tobias Summerer (born 1 February 1983 in Freising, Bavaria) is a German tennis player, who reached a career high on 4 July 2005, when he became the number 159 of the world .	Bavaria
Where was Albert Warren Ferris born?	Albert Warren Ferris. Albert Warren Ferris, A.M., MD (December 1856-4 October 1937) was an American psychiatrist, born in Brooklyn, New York, and educated at the College of Physicians and Surgeons (Columbia University) .	Brooklyn
Where was Hans Solereder born?	Hans Solereder. Hans Solereder (11 September 1860 Munich - 8 November 1920 Erlangen), was a German botanist and university professor .	Munich
Where was Mark McCrea born?	Mark McCrea. Mark McCrea born 7 September 1987 in Belfast, Northern Ireland is a rugby union player for Connacht in the RaboDirect Pro12 competition .	Belfast
Where was László Z. Bitó born?	László Z. Bitó. László Z Bitó (born 7 September 1934, Budapest) is a physiologist and a writer .	Budapest
Where was Brian Costello born?	Brian Costello. Brian Costello is a musician, live talk show host and writer living in Chicago, Illinois, USA .	Florida
Where was Georges Hugon born?	Georges Hugon. Born in Paris, he studied with Georges Caussade, Paul Dukas, Jean Gallon, and Isidor Philipp at the Conservatoire de Paris .	Paris
Where was Christfried Burmeister born?	Christfried Burmeister. Christfried Burmeister (later Christfried Puurmeister, 26 May 1898 in Tallinn, Estonia -- 12 July 1965 in Bradford, England) was a Estonian speed skater who competed in the 1928 Winter Olympics .	Bradford
Where was Nick Greenstock born?	Nick Greenstock. Nicholas Greenstock (born 3 November 1973 in Dubai) is a former rugby union footballer, who won four caps for England during 1997 at centre .	Dubai
Where was Thomas Wroth born?	Thomas Wroth. The eldest son of Thomas Wroth (died 1610) and grandson of Sir Thomas Wroth (1516--1573), he was born in London, and baptised at St Stephen's, Coleman Street, on 5 May 1584 .	London
Where was Aliuska López born?	Aliuska López. Aliuska López (Aliuska Yanira López Pedroso; born August 29, 1969 in Havana) is a Spanish athlete of Cuban origin .	Havana
Where was Vladeta Janković born?	Vladeta Janković. Vladeta Janković, PhD (Serbian: Владета Јанковић; born 1940 in Belgrade) a founder member of the Democratic Party of Serbia (DSS) in July 1992 .	Belgrade
Where was Staffan de Mistura born?	Staffan de Mistura. Staffan de Mistura (born 25 January 1947, Stockholm, Sweden) is a long-serving Italian-Swedish diplomat .	Sweden
Where was Brett Hayman born?	Brett Hayman. Brett Hayman (born 3 May 1972 in Melbourne) is an Australian rowing cox .	Melbourne
Where was Mike Teasdale born?	Mike Teasdale. Mike Teasdale (born 28 July 1969 in Elgin, Moray) is a Scottish former footballer, who played for Elgin City, Dundee and Inverness Caledonian Thistle .	Elgin
Where was Walter Hilgers born?	Walter Hilgers. Walter Hilgers ( born 1959 in Stolberg, Germany) is a German tuba player .	Germany
Where was Gilbert de Clare, 7th Earl of Gloucester born?	Gilbert de Clare, 7th Earl of Gloucester. Gilbert de Clare was born at Christchurch, Hampshire, the son of Richard de Clare, Earl of Hertford and Gloucester, and of Maud de Lacy, Countess of Lincoln, daughter of John de Lacy and Margaret de Quincy .	Christchurch
Where was Nektaria Karantzi born?	Nektaria Karantzi. Nektaria Karantzi (born 5 August 1978, in Greece) is a Byzantine and traditional singer from Greece .	Greece
Where was Phil Dudderidge born?	Phil Dudderidge. Phil Dudderidge, born February 6, 1949 in Hertfordshire, England, is a notable figure in the professional audio industry, having worked as Led Zeppelin's first dedicated live sound engineer, and later co-founding Soundcraft Electronics before serving as Chairman of Focusrite Audio Engineering, Ltd .	Hertfordshire
Where was Edward Meredith Cope born?	Edward Meredith Cope. Edward Meredith Cope (28 July 1818 -- 15 August 1873), English classical scholar, was born in Birmingham .	Birmingham
Where was Boris Yampolsky born?	Boris Yampolsky. Boris Yampolsky ( (1912--1972), was a Russian writer and editor, born in Ukraine, the influences of whose Jewish childhood who remain a theme throughout his work .	Ukraine
Where was Edith Leyrer born?	Edith Leyrer. Edith Leyrer (born October 25, 1946) is an actress born in Vienna, Austria .	Vienna
Where was Susan Denin born?	Susan Denin. Susan Denin (22 March 1835 Philadelphia - 4 December 1875 Bluffton, Indiana) was a United States stage actor .	Philadelphia
Where was Harrison Allen born?	Harrison Allen. Harrison Allen (1841-97) was an American physician and anatomist, born in Philadelphia .	Philadelphia
Where was Valentin Raychev born?	Valentin Raychev. Valentin Raychev () (born 20 September 1958 in Sofia) is a Bulgarian wrestler and Olympic champion in Freestyle wrestling .	Sofia
Where was Kev Moore born?	Kev Moore. Kev Moore (born 20 May 1958, Chesterfield, England) is a Bass Player and Lead Vocalist .	Chesterfield
Where was Romuald Giegiel born?	Romuald Giegiel. Romuald Giegiel (born 8 May 1957 in Warsaw) is a retired hurdler from Poland .	Warsaw
Where was Léon Gimpel born?	Léon Gimpel. Born in Paris in 1878, Gimpel worked for his family's fabric company, managed by his older brother Eugene .	Paris
Where was Colin Groves born?	Colin Groves. Born in England on 24 June 1942, Colin Groves completed a Bachelor of Science at University College London in 1963, and a Doctor of Philosophy at the Royal Free Hospital School of Medicine in 1966 .	England
Where was Azzedine Sakhri born?	Azzedine Sakhri. Azzedine Sakhri (born 22 January 1968 in Algiers) is a retired Algerian long-distance runner who specialized in the marathon race .	Algiers
Where was Serafino Amedeo De Ferrari born?	Serafino Amedeo De Ferrari. Born in Genoa, Ferrari studied in his native city and in Milan .	Genoa
Where was Ahmet Gülhan born?	Ahmet Gülhan. Ahmet Gülhan (born on 28 March 1978 in Ankara) is a male freestyle wrestler from Turkey .	Ankara
Where was Duncan Fallowell born?	Duncan Fallowell. Duncan Fallowell (1948) is a novelist, travel writer and cultural commentator .	London
Where was Ernest Baldwin born?	Ernest Baldwin. Born in Gloucester, Baldwin attended the Crypt Grammar School followed by St John's College, Cambridge .	Gloucester
Where was George Bruce Malleson born?	George Bruce Malleson. George Bruce Malleson (8 May 1825 -- 1 March 1898) was an English officer in India and an author, born in Wimbledon .	Wimbledon
Where was Matthew Price born?	Matthew Price. Matthew Price (b. June 1972, London) is a British journalist who currently works as Europe correspondent for the BBC .	London
Where was Ippongi Bang born?	Ippongi Bang. Ippongi Bang (一本木蛮 Ippongi Ban) is a multimedia and manga artist, born January 4, 1965 in Yokohama City, Japan .	Yokohama
Where was Alex Halberstadt born?	Alex Halberstadt. Alex Halberstadt (born in 1970 in Moscow) is an American writer, noted in particular for his biography of Doc Pomus .	Moscow
Where was Richard Vale born?	Richard Vale. Born in London to John Vale and Elizabeth Taylor, he attended Cowper Street School before working as a wholesale stationer .	London
Where was Alistair Griffin born?	Alistair Griffin. Alistair Richard Griffin (born 1 November 1977 in Middlesbrough, England) is an English singer/songwriter and musician .	Middlesbrough
Where was Gary Loizzo born?	Gary Loizzo. Gary Loizzo (born August 16, 1945, Chicago, Illinois) is an American guitarist, singer, recording engineer, and record producer .	Illinois
Where was Kim Mackay born?	Kim Mackay. Born in Bathurst, New South Wales, Mackay studied law and education at the University of Sydney .	Bathurst
Where was Benjamin Brecknell Turner born?	Benjamin Brecknell Turner. Born in London, Turner was the eldest son in a family of eight children .	London
Where was Eduard Ortgies born?	Eduard Ortgies. Karl Eduard Ortgies (19 February 1829 Bremen - 1916), was a German horticulturist and nurseryman .	Bremen
Where was Wilhelm Sander born?	Wilhelm Sander. Wilhelm Sander (* December 10, 1860 in Berlin; † November 22, 1930 in Lüderitz) was a master architect and contractor working for Sander & Kock known for his work in German South-West Africa, today's Namibia .	Berlin
Where was Sampson Low born?	Sampson Low. Of his sons, Sampson Low, jun., born in London on July 6, 1822, although an invalid, took a considerable share in the business .	London
Where was Mario Theodoli born?	Mario Theodoli. Theodoli was born 1601 in Rome, the son of Teodolo Theodoli, Marquis of San Vito, and his wife Flavia Fani .	Rome
Where was Joy Williams born?	Joy Williams. Joy Williams (born Eileen Williams; a.ka Joyce Riley Williams, Joy Williams Wiradjuri, Janaka Wiradjuri) (born 13 September 1942 in Sydney; died 22 September 2006 in Primbee, New South Wales, Australia) was an Aboriginal Australian author of poetry .	Sydney
Where was Adam McLean born?	Adam McLean. McLean was born and brought up in Glasgow, in the West of Scotland .	Glasgow
Where was Philip Warwick born?	Philip Warwick. Sir Philip Warwick (December 24, 1609 -- January 15, 1683), English writer and politician, born in Westminster, was the son of Thomas Warwick, or Warrick, a musician .	Westminster
Where was Kimiko Kasai born?	Kimiko Kasai. Kimiko Kasai is a Japanese jazz singer who was born in Kyoto, Japan on December 15, 1945 .	Kyoto
Where was Nina Repeta born?	Nina Repeta. Nina Repeta (born September 10, 1967 in Shelby, North Carolina) is an American actress best known for her role as Bessie Potter on the television drama Dawson's Creek, which aired from 1998 to 2003 .	Shelby
Where was Rudolf Křesťan born?	Rudolf Křesťan. Rudolf Křesťan (* 14 March 1943 in Prague) is a Czech writer, editor and feuilletonist .	Prague
Where was David Atkinson born?	David Atkinson. Born David Burke in Montreal, Atkinson grew up in Saint-Romuald, Quebec .	Montreal
Where was Edmund Port born?	Edmund Port. Edmund Port (February 6, 1906 Syracuse, New York - March 2, 1986) was a federal judge for the US District Court for the Northern District of New York .	Syracuse
Where was Sonya Emery born?	Sonya Emery. Sonya Anne Emery (born July 7, 1972 in Austin, Texas, U.S.), better known plainly as Sonya Emery, is a former female boxer who boxed professionally from 1997 to 1998 .	Austin
Where was Giuliano Ciannella born?	Giuliano Ciannella. Born in Palermo, Ciannella initially studied engineering at the University of Bologna until a chance encounter with Mirella Freni led him to his being encouraged towards an opera career .	Palermo
Where was Otto Griessing born?	Otto Griessing. Otto Griessing (born 19 January 1897 in Munich -- died 11 November 1958 in Überlingen) was a German electronics engineer .	Munich
Where was Marcus Bierich born?	Marcus Bierich. Marcus Bierich (*29. April 1926 in Hamburg; + 25 November 2000 in Stuttgart) was CFO for Mannesmann AG from 1961-1980 (what became Vodafone) in Düsseldorf; CFO for Allianz AG from 1980-1984 in Munich; CEO for Robert Bosch GmbH 1984-1993 and Chairman of the Advisory Board until his death in 2000 in Stuttgart .	Hamburg
Where was Zhu Dawei born?	Zhu Dawei. Zhu Dawei (; born 25 July 1988 in Shanghai, China) is a Chinese baseball pitcher for the Saitama Seibu Lions .	Shanghai
Where was Nicole Jordan born?	Nicole Jordan. Nicole Jordan (b. 1954 in Oklahoma) is a best-selling American author of romance novels .	Oklahoma
Where was Hugh Andrew Johnstone Munro born?	Hugh Andrew Johnstone Munro. Munro was born at Elgin, Moray, Scotland, the illegitimate son of Hugh Andrew Johnstone Munro of Novar by Penelope Forbes, and educated at Shrewsbury School, where he was one of Benjamin Hall Kennedy's first pupils .	Elgin
Where was Johnny Mowlem born?	Johnny Mowlem. Mowlem, who was born in London, was raised in Majorca, Spain from the age of one until he was seventeen years old .	London
Where was Hall Hibbard born?	Hall Hibbard. Hall Livingstone Hibbard (July 25, 1903 -- June 6, 1996) was an engineer and administrator of the Lockheed Corporation beginning with the company's purchase by a board of investors led by Robert E Gross in 1932 .	Kansas
Where was Cris af Enehielm born?	Cris af Enehielm. Cris af Enehielm (born March 24, 1954 Helsinki is a Finish artist .	Helsinki
